index	STRING_id
651	10090.ENSMUSP00000006704
652	10090.ENSMUSP00000006716
653	10090.ENSMUSP00000006718
654	10090.ENSMUSP00000006721
655	10090.ENSMUSP00000006742
656	10090.ENSMUSP00000006745
657	10090.ENSMUSP00000006749
658	10090.ENSMUSP00000006750
659	10090.ENSMUSP00000006760
660	10090.ENSMUSP00000006762
661	10090.ENSMUSP00000006764
662	10090.ENSMUSP00000006785
663	10090.ENSMUSP00000006786
664	10090.ENSMUSP00000006792
665	10090.ENSMUSP00000006818
666	10090.ENSMUSP00000006825
667	10090.ENSMUSP00000006828
668	10090.ENSMUSP00000006838
669	10090.ENSMUSP00000006851
670	10090.ENSMUSP00000006853
671	10090.ENSMUSP00000006854
672	10090.ENSMUSP00000006856
673	10090.ENSMUSP00000006893
674	10090.ENSMUSP00000006898
675	10090.ENSMUSP00000006900
676	10090.ENSMUSP00000006911
677	10090.ENSMUSP00000006912
678	10090.ENSMUSP00000006914
679	10090.ENSMUSP00000006915
680	10090.ENSMUSP00000006949
681	10090.ENSMUSP00000006952
682	10090.ENSMUSP00000006956
683	10090.ENSMUSP00000006963
684	10090.ENSMUSP00000006969
685	10090.ENSMUSP00000006991
686	10090.ENSMUSP00000007005
687	10090.ENSMUSP00000007012
688	10090.ENSMUSP00000007042
689	10090.ENSMUSP00000007046
690	10090.ENSMUSP00000007130
691	10090.ENSMUSP00000007139
692	10090.ENSMUSP00000007156
693	10090.ENSMUSP00000007161
694	10090.ENSMUSP00000007171
695	10090.ENSMUSP00000007212
696	10090.ENSMUSP00000007216
697	10090.ENSMUSP00000007236
698	10090.ENSMUSP00000007248
699	10090.ENSMUSP00000007249
700	10090.ENSMUSP00000007250
701	10090.ENSMUSP00000007251
702	10090.ENSMUSP00000007253
703	10090.ENSMUSP00000007255
704	10090.ENSMUSP00000007257
705	10090.ENSMUSP00000007259
706	10090.ENSMUSP00000007266
707	10090.ENSMUSP00000007272
708	10090.ENSMUSP00000007275
709	10090.ENSMUSP00000007280
710	10090.ENSMUSP00000007296
711	10090.ENSMUSP00000007317
712	10090.ENSMUSP00000007318
713	10090.ENSMUSP00000007340
714	10090.ENSMUSP00000007433
715	10090.ENSMUSP00000007444
716	10090.ENSMUSP00000007449
717	10090.ENSMUSP00000007482
718	10090.ENSMUSP00000007559
719	10090.ENSMUSP00000007708
720	10090.ENSMUSP00000007733
721	10090.ENSMUSP00000007735
722	10090.ENSMUSP00000007738
